TRIAL_ID;LEFT_STIMULUS_CONTRAST;RIGHT_STIMULUS_CONTRAST;LEFT_STIMULUS_ORIENTATION;MOVED;TARGET_SHOWN;AVG_HAND_VEL;LEFT_STIMULUS_X;LEFT_STIMULUS_Y;LEFT_STIMULUS_Z;CPD;LEFT_STIMUL_DIST_TO_FACE;WHAT_SIDE_WAS_MORE_CONTRASTY;QUESTION_2_ASKED;QUESTION_2_ANS
0;0.245;0.4;right;True;False;0;0;0;0;2cpd;0;none;none;none;
1;0.1916829;0.245;right;True;True;0.8720825;-5.748886;1.984149;99.38228;4cpd;99.52925;right;none;none;
2;0.245;0.4;right;True;False;0;0;0;0;4cpd;0;none;none;none;
3;0.245;0.4;left;True;False;0;0;0;0;4cpd;0;none;none;none;
4;0.245;0.1916829;right;True;False;0;0;0;0;4cpd;0;none;none;none;
5;0.4;0.245;right;True;True;0.792182;-7.112732;-1.453822;99.2521;4cpd;99.50656;left;none;none;
6;0.245;0.244949;right;True;True;0.9264585;-8.268433;0.09821272;99.14178;2cpd;99.46319;right;orientationQuestion;left;
7;0.245;0.3130169;right;True;False;0;0;0;0;2cpd;0;none;none;none;
8;0.245;0.1916829;right;True;True;0.956446;-12.30878;1.081061;98.75608;2cpd;99.48827;right;none;none;
9;0.245;0.1916829;left;True;True;0.9980756;-9.379089;-0.9649625;99.03574;4cpd;99.46779;left;orientationQuestion;right;
10;0.245;0.15;right;True;False;0;0;0;0;2cpd;0;none;none;none;
11;0.15;0.245;left;True;True;0.9416012;-5.432732;0.6819394;99.41245;4cpd;99.53436;right;none;none;
12;0.1916829;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
13;0.1916829;0.245;right;True;True;0.851151;-6.299828;-0.1595309;99.32969;4cpd;99.50787;right;none;none;
14;0.245;0.1916829;right;True;True;0.9474586;-9.413155;-1.046205;99.03249;4cpd;99.46893;left;none;none;
15;0.1916829;0.245;left;False;False;0;0;0;0;2cpd;0;none;none;none;
16;0.3130169;0.245;right;True;True;0.7926579;-7.546791;1.345739;99.21066;4cpd;99.46917;left;none;none;
17;0.245;0.4;left;True;True;1.023425;-9.198624;-1.277942;99.05297;2cpd;99.47661;right;none;none;
18;0.244949;0.245;left;True;True;1.16676;-5.902954;-1.440603;99.36757;2cpd;99.544;right;none;none;
19;0.244949;0.245;right;True;False;0;0;0;0;2cpd;0;none;none;none;
20;0.1916829;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
21;0.245;0.244949;left;True;True;0.9003797;-12.27209;0.03716898;98.75957;2cpd;99.49014;right;none;none;
22;0.245;0.3130169;right;True;True;0.9530482;-10.6128;-0.1461494;98.91797;2cpd;99.45865;left;none;none;
23;0.15;0.245;right;True;True;1.045082;-10.92057;-0.4925737;98.88859;2cpd;99.46604;right;none;none;
