TRIAL_ID;LEFT_STIMULUS_CONTRAST;RIGHT_STIMULUS_CONTRAST;LEFT_STIMULUS_ORIENTATION;MOVED;TARGET_SHOWN;AVG_HAND_VEL;LEFT_STIMULUS_X;LEFT_STIMULUS_Y;LEFT_STIMULUS_Z;CPD;LEFT_STIMUL_DIST_TO_FACE;WHAT_SIDE_WAS_MORE_CONTRASTY;QUESTION_2_ASKED;QUESTION_2_ANS
52;0.245;0.244949;right;True;True;0.4014499;-7.211998;-0.8611212;99.24261;2cpd;99.49561;left;orientationQuestion;right;
53;0.245;0.1916829;right;True;True;0.3627948;-8.264526;-1.367057;99.14214;4cpd;99.48694;left;orientationQuestion;right;
54;0.15;0.245;right;True;True;0.5108923;-11.66309;-1.192725;98.81773;2cpd;99.4969;right;none;none;
55;0.15;0.245;left;True;True;0.365766;-9.211258;-1.41284;99.05176;2cpd;99.48267;left;none;none;
56;0.15;0.245;left;True;True;0.4223562;-6.303719;-1.392072;99.32932;2cpd;99.53188;left;orientationQuestion;left;
57;0.245;0.244949;left;True;False;0;0;0;0;2cpd;0;none;none;none;
58;0.4;0.245;left;True;True;0.4755063;-11.43059;-0.9913125;98.83993;4cpd;99.49526;left;none;none;
59;0.245;0.1916829;left;True;False;0;0;0;0;2cpd;0;none;none;none;
60;0.245;0.244949;right;True;True;0.420079;-12.94651;-0.6667013;98.69522;4cpd;99.52905;right;none;none;
61;0.245;0.15;left;True;True;0.4533162;-13.18075;-0.5252104;98.67286;4cpd;99.53436;left;orientationQuestion;right;
62;0.4;0.245;left;True;True;0.441536;-13.66232;-0.8851514;98.62688;2cpd;99.55815;left;none;none;
63;0.15;0.245;left;True;True;0.3350107;-12.28542;-1.467908;98.75832;4cpd;99.51781;right;none;none;
64;0.245;0.4;left;True;True;0.4253518;-13.80342;-0.4966252;98.61341;2cpd;99.55803;right;none;none;
65;0.15;0.245;right;True;True;0.4006614;-11.41368;-0.6362405;98.84154;2cpd;99.48045;right;none;none;
66;0.245;0.3130169;right;True;True;0.3941771;-9.394279;-1.42884;99.03429;2cpd;99.48298;left;orientationQuestion;right;
67;0.3130169;0.245;left;True;True;0.4193997;-12.88383;-1.368315;98.70119;2cpd;99.53878;left;none;none;
68;0.245;0.4;left;True;True;0.3006896;-10.46437;-0.6662841;98.93214;4cpd;99.47268;right;none;none;
69;0.245;0.244949;right;True;False;0;0;0;0;4cpd;0;none;none;none;
70;0.3130169;0.245;left;True;True;0.4016432;-10.20134;-1.237048;98.95727;2cpd;99.47926;left;none;none;
71;0.1916829;0.245;right;True;True;0.3622573;-13.8194;-1.205619;98.61188;4cpd;99.57213;right;orientationQuestion;left;
72;0.245;0.244949;right;True;True;0.3870709;-13.32027;-1.22443;98.65954;4cpd;99.55167;left;orientationQuestion;right;
73;0.245;0.244949;left;True;True;0.417729;-11.44564;-0.6489668;98.83847;2cpd;99.48486;left;none;none;
74;0.4;0.245;right;True;True;0.3453174;-12.96548;-1.092041;98.6934;4cpd;99.534;left;none;none;
75;0.244949;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
76;0.245;0.244949;left;True;True;0.4074537;-8.815117;-1.127951;99.08958;2cpd;99.47495;left;none;none;
77;0.244949;0.245;right;True;True;0.3646397;-10.13184;-1.342812;98.96389;4cpd;99.4835;right;none;none;
78;0.245;0.4;left;True;False;0;0;0;0;2cpd;0;none;none;none;
79;0.245;0.3130169;right;True;False;0;0;0;0;4cpd;0;none;none;none;
80;0.15;0.245;right;True;True;0.4192024;-11.47728;-1.360699;98.83546;2cpd;99.5017;right;none;none;
81;0.245;0.244949;right;True;False;0;0;0;0;2cpd;0;none;none;none;
82;0.4;0.245;left;True;True;0.4104477;-11.95708;-0.6480112;98.78965;4cpd;99.50122;left;none;none;
83;0.245;0.4;right;False;False;0;0;0;0;4cpd;0;none;none;none;
84;0.1916829;0.245;left;True;True;0.3282426;-13.25431;-0.828969;98.66582;4cpd;99.54469;left;none;none;
85;0.15;0.245;right;True;False;0;0;0;0;2cpd;0;none;none;none;
86;0.245;0.3130169;right;True;True;0.3731713;-9.186546;-1.072087;99.05413;4cpd;99.47802;right;none;none;
87;0.3130169;0.245;left;True;True;0.3088934;-12.47211;-0.3768537;98.7405;4cpd;99.51234;left;none;none;
88;0.4;0.245;left;True;False;0;0;0;0;4cpd;0;none;none;none;
89;0.245;0.244949;left;True;False;0;0;0;0;4cpd;0;none;none;none;
90;0.244949;0.245;right;True;False;0;0;0;0;2cpd;0;none;none;none;
91;0.15;0.245;left;True;True;0.373858;-11.73402;-1.252617;98.81096;4cpd;99.50756;right;orientationQuestion;right;
92;0.245;0.1916829;left;True;False;0;0;0;0;2cpd;0;none;none;none;
93;0.245;0.4;left;True;False;0;0;0;0;4cpd;0;none;none;none;
94;0.245;0.3130169;left;True;False;0;0;0;0;4cpd;0;none;none;none;
95;0.3130169;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
96;0.245;0.244949;left;True;False;0;0;0;0;2cpd;0;none;none;none;
97;0.3130169;0.245;right;True;True;0.3938667;-5.365135;-1.132525;99.41891;4cpd;99.566;left;none;none;
98;0.245;0.1916829;left;True;True;0.3620687;-8.488411;-1.147248;99.12076;4cpd;99.48497;left;none;none;
99;0.244949;0.245;left;True;True;0.2931918;-11.7421;-1.123189;98.81017;2cpd;99.50571;left;none;none;
100;0.245;0.244949;left;True;True;0.3414913;-9.442284;-0.4722812;99.02972;2cpd;99.46777;left;none;none;
101;0.245;0.3130169;right;True;True;0.328128;-10.20777;-0.4740949;98.95664;2cpd;99.4704;right;none;none;
102;0.245;0.3130169;right;True;True;0.3477471;-9.944489;-1.109097;98.98177;2cpd;99.48181;right;orientationQuestion;left;
103;0.245;0.244949;left;True;True;0.363588;-8.623657;-1.29739;99.10786;2cpd;99.48711;left;none;none;
104;0.15;0.245;left;True;True;0.2804351;-12.96033;-1.396775;98.69389;4cpd;99.54921;left;orientationQuestion;left;
105;0.1916829;0.245;right;True;True;0.3652378;-12.62182;-0.3810763;98.7262;2cpd;99.51563;right;none;none;
106;0.245;0.244949;right;True;False;0;0;0;0;4cpd;0;none;none;none;
107;0.245;0.15;left;True;True;0.4715441;-8.241356;-1.159226;99.14433;4cpd;99.48817;left;none;none;
108;0.3130169;0.245;right;True;True;0.3819894;-8.894012;-0.8357468;99.08205;4cpd;99.46996;left;none;none;
109;0.15;0.245;left;True;True;0.3905737;-12.34625;-0.7101698;98.7525;2cpd;99.50856;right;orientationQuestion;right;
110;0.1916829;0.245;right;True;True;0.3714956;-10.17725;-0.7608371;98.95955;4cpd;99.47861;left;orientationQuestion;left;
111;0.3130169;0.245;right;True;True;0.4202087;-7.759056;-1.38977;99.19038;4cpd;99.49557;right;none;none;
112;0.1916829;0.245;left;True;True;0.4253501;-9.45137;-0.8649683;99.02885;2cpd;99.47089;left;none;none;
113;0.245;0.244949;left;True;True;0.3362651;-7.162315;-1.06109;99.24735;4cpd;99.50111;left;none;none;
114;0.244949;0.245;left;True;False;0;0;0;0;4cpd;0;none;none;none;
115;0.15;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
116;0.245;0.244949;right;True;True;0.339708;-9.006386;-1.445186;99.07132;4cpd;99.48604;left;orientationQuestion;left;
117;0.245;0.1916829;right;True;True;0.4059012;-13.10336;-1.105968;98.68023;4cpd;99.54577;left;orientationQuestion;left;
118;0.245;0.4;left;True;False;0;0;0;0;4cpd;0;none;none;none;
119;0.3130169;0.245;left;True;True;0.3604085;-11.94891;-1.039121;98.79044;4cpd;99.5047;left;none;none;
120;0.244949;0.245;left;True;True;0.4264256;-11.48743;-1.159595;98.83449;4cpd;99.49819;right;none;none;
121;0.15;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
122;0.245;0.15;left;True;True;0.3396775;-13.35022;-0.4130983;98.65665;4cpd;99.53895;left;none;none;
123;0.1916829;0.245;right;True;True;0.398727;-13.48028;-0.7678456;98.64426;4cpd;99.55196;right;orientationQuestion;left;
124;0.4;0.245;right;True;True;0.3638653;-13.27998;-0.939013;98.66338;2cpd;99.54561;left;orientationQuestion;left;
125;0.3130169;0.245;left;True;True;0.3537525;-11.23616;-1.073488;98.85847;2cpd;99.48885;left;none;none;
126;0.4;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
127;0.1916829;0.245;left;True;True;0.3904746;-8.001526;-0.368041;99.16724;4cpd;99.47215;right;none;none;
128;0.3130169;0.245;left;True;True;0.3657411;-11.18359;-0.7770824;98.86349;4cpd;99.48554;left;none;none;
129;0.245;0.15;right;True;True;0.4457475;-12.81719;-0.2579169;98.70755;2cpd;99.53503;left;orientationQuestion;right;
130;0.3130169;0.245;right;True;True;0.35849;-12.73992;-1.182267;98.71493;4cpd;99.54821;left;none;none;
131;0.245;0.15;left;True;True;0.3177966;-10.61271;-0.9022861;98.918;4cpd;99.49272;left;orientationQuestion;left;
132;0.245;0.3130169;right;True;False;0;0;0;0;4cpd;0;none;none;none;
133;0.4;0.245;right;True;True;0.3647563;-11.57538;-1.448153;98.8261;2cpd;99.51759;right;none;none;
134;0.245;0.15;left;True;False;0;0;0;0;4cpd;0;none;none;none;
135;0.245;0.1916829;right;True;True;0.3078279;-9.74398;-0.7832994;99.00091;4cpd;99.48301;left;none;none;
136;0.245;0.1916829;right;True;False;0;0;0;0;4cpd;0;none;none;none;
137;0.245;0.15;right;True;False;0;0;0;0;4cpd;0;none;none;none;
138;0.245;0.244949;right;True;False;0;0;0;0;4cpd;0;none;none;none;
139;0.245;0.4;right;True;True;0.3462755;-9.907234;-0.4960225;98.98533;4cpd;99.47429;right;orientationQuestion;left;
140;0.244949;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
141;0.4;0.245;right;True;True;0.4405234;-7.998627;-0.8449035;99.16751;4cpd;99.4869;left;none;none;
142;0.1916829;0.245;right;True;True;0.3412523;-7.939651;-1.247993;99.17314;4cpd;99.50112;right;orientationQuestion;left;
143;0.15;0.245;right;True;True;0.3227044;-5.402931;2.140537;99.41529;4cpd;99.5522;left;none;none;
144;0.245;0.3130169;left;True;True;0.314671;-9.48558;-0.691124;99.02558;2cpd;99.47581;left;none;none;
145;0.245;0.1916829;right;True;True;0.2898507;-7.887421;-1.044206;99.17814;4cpd;99.49469;left;none;none;
146;0.245;0.3130169;left;True;False;0;0;0;0;2cpd;0;none;none;none;
147;0.245;0.3130169;right;True;True;0.3339356;-9.526505;-1.486325;99.02168;4cpd;99.49438;right;none;none;
148;0.245;0.4;left;True;True;0.3344795;-13.10583;-0.9950514;98.67999;2cpd;99.54862;left;orientationQuestion;left;
149;0.1916829;0.245;right;True;True;0.37457;-12.10025;-1.488172;98.77599;2cpd;99.52908;right;none;none;
150;0.245;0.4;right;True;False;0;0;0;0;4cpd;0;none;none;none;
151;0.245;0.244949;left;True;True;0.416968;-10.34873;-1.39702;98.94318;4cpd;99.48943;left;orientationQuestion;left;
152;0.1916829;0.245;left;True;True;0.3581172;-10.92895;-0.9134254;98.8878;2cpd;99.48544;right;none;none;
153;0.4;0.245;left;True;True;0.3841801;-10.39333;-1.105719;98.93893;2cpd;99.48071;left;none;none;
154;0.245;0.15;left;True;True;0.3923278;-13.2335;-0.04147816;98.66782;4cpd;99.53561;left;none;none;
155;0.1916829;0.245;right;True;True;0.3002515;-8.697533;-0.4901803;99.10081;4cpd;99.47262;right;orientationQuestion;left;
156;0.245;0.244949;left;True;False;0;0;0;0;2cpd;0;none;none;none;
157;0.245;0.244949;right;True;False;0;0;0;0;2cpd;0;none;none;none;
158;0.245;0.3130169;right;True;True;0.456728;-6.10759;-1.046813;99.34803;2cpd;99.53754;right;none;none;
159;0.245;0.15;right;True;False;0;0;0;0;4cpd;0;none;none;none;
160;0.1916829;0.245;right;True;True;0.4902759;-7.983437;-1.331129;99.16898;4cpd;99.49615;right;none;none;
161;0.245;0.15;left;True;True;0.2799339;-6.014557;-0.6194696;99.35691;2cpd;99.5288;left;none;none;
162;0.245;0.1916829;right;True;True;0.3431761;-6.353462;-0.3735895;99.32456;4cpd;99.51031;left;none;none;
163;0.15;0.245;right;True;True;0.282118;-6.952209;-0.806798;99.26741;2cpd;99.50386;right;none;none;
164;0.15;0.245;left;True;True;0.3781252;-8.36924;-0.687582;99.13216;2cpd;99.47444;left;orientationQuestion;left;
165;0.245;0.3130169;right;True;True;0.3907612;-12.77369;-0.9937758;98.71172;2cpd;99.53099;right;none;none;
166;0.4;0.245;right;True;True;0.3642698;-11.80663;-0.90341;98.80401;2cpd;99.50536;left;none;none;
167;0.1916829;0.245;right;True;True;0.2864765;-7.776131;-0.9893303;99.18877;2cpd;99.4893;right;none;none;
168;0.4;0.245;right;True;True;0.3087655;-7.137108;-0.831717;99.24976;4cpd;99.50146;left;none;none;
169;0.244949;0.245;right;True;True;0.3263742;-6.522758;-0.9360695;99.3084;2cpd;99.51909;right;none;none;
170;0.1916829;0.245;right;True;True;0.3041538;-6.173935;-1.395667;99.3417;2cpd;99.53929;right;none;none;
171;0.244949;0.245;left;True;True;0.2898742;-8.004272;-0.81247;99.16697;4cpd;99.48024;left;none;none;
172;0.15;0.245;left;True;True;0.312562;-9.547195;-1.178761;99.01969;2cpd;99.47665;left;none;none;
173;0.245;0.15;right;True;False;0;0;0;0;4cpd;0;none;none;none;
174;0.1916829;0.245;right;True;True;0.3308268;-5.71627;-0.339889;99.3854;2cpd;99.53406;right;orientationQuestion;left;
175;0.4;0.245;left;True;True;0.425618;-10.86078;-0.7254286;98.89431;2cpd;99.48016;left;none;none;
176;0.245;0.15;right;True;True;0.3786023;-10.68162;-0.5072098;98.91141;4cpd;99.48678;left;orientationQuestion;right;
177;0.244949;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
178;0.4;0.245;left;True;True;0.3899215;-6.605087;-0.9212847;99.30054;4cpd;99.51112;left;none;none;
179;0.15;0.245;right;True;True;0.3667983;-8.585861;-1.474174;99.11146;2cpd;99.48488;right;orientationQuestion;left;
180;0.3130169;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
181;0.245;0.1916829;left;True;False;0;0;0;0;2cpd;0;none;none;none;
182;0.245;0.1916829;right;True;False;0;0;0;0;4cpd;0;none;none;none;
183;0.245;0.244949;left;True;False;0;0;0;0;4cpd;0;none;none;none;
184;0.245;0.4;left;True;True;0.4444999;-12.8543;-1.330308;98.70401;4cpd;99.53418;right;orientationQuestion;right;
185;0.245;0.4;left;True;True;0.4857306;-13.72015;-0.2161305;98.62136;2cpd;99.54842;left;none;none;
186;0.245;0.1916829;left;True;True;0.4191114;-12.79654;-0.5776815;98.70953;4cpd;99.51847;left;orientationQuestion;left;
187;0.15;0.245;right;True;True;0.4526706;-11.75211;-1.487568;98.80922;4cpd;99.50536;left;orientationQuestion;right;
188;0.15;0.245;left;True;True;0.3186666;-13.462;-1.075802;98.646;2cpd;99.54854;right;none;none;
189;0.245;0.15;right;True;False;0;0;0;0;2cpd;0;none;none;none;
190;0.244949;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
191;0.245;0.244949;right;True;True;0.4295582;-10.12048;-0.732172;98.96498;2cpd;99.46063;right;none;none;
192;0.245;0.4;right;True;True;0.4163746;-9.341789;-1.343365;99.03931;2cpd;99.4743;right;none;none;
193;0.245;0.4;right;True;False;0;0;0;0;4cpd;0;none;none;none;
194;0.244949;0.245;left;True;True;0.4088208;-9.276451;-1.431754;99.04555;4cpd;99.47527;left;none;none;
195;0.15;0.245;right;True;True;0.3645691;-8.691185;-1.119833;99.1014;4cpd;99.47354;right;none;none;
196;0.245;0.244949;right;True;False;0;0;0;0;4cpd;0;none;none;none;
197;0.245;0.3130169;right;True;True;0.3830291;-9.766785;-0.5107088;98.99873;2cpd;99.45989;right;none;none;
198;0.245;0.15;left;True;False;0;0;0;0;2cpd;0;none;none;none;
199;0.1916829;0.245;right;True;True;0.4198023;-13.18131;-0.896822;98.67278;2cpd;99.53749;right;none;none;
