TRIAL_ID;LEFT_STIMULUS_CONTRAST;RIGHT_STIMULUS_CONTRAST;LEFT_STIMULUS_ORIENTATION;MOVED;TARGET_SHOWN;AVG_HAND_VEL;LEFT_STIMULUS_X;LEFT_STIMULUS_Y;LEFT_STIMULUS_Z;CPD;LEFT_STIMUL_DIST_TO_FACE;WHAT_SIDE_WAS_MORE_CONTRASTY;QUESTION_2_ASKED;QUESTION_2_ANS
0;0.15;0.245;right;True;False;0;0;0;0;2cpd;0;none;none;none;
1;0.245;0.4;left;True;True;1.430556;-9.248299;2.2275;99.04824;2cpd;99.49374;right;none;none;
2;0.4;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
3;0.245;0.3130169;right;True;True;1.641309;-6.301704;0.2242801;99.32951;4cpd;99.52908;right;orientationQuestion;left;
4;0.245;0.3130169;left;True;True;1.727021;-9.18206;0.2545898;99.05454;4cpd;99.47807;right;orientationQuestion;right;
5;0.3130169;0.245;right;True;True;1.897048;-6.69252;-1.367039;99.29218;2cpd;99.54462;left;none;none;
6;0.245;0.4;left;True;True;1.407277;-9.142303;-0.1260676;99.05834;2cpd;99.4797;right;none;none;
7;0.4;0.245;left;True;True;1.616806;-9.443504;-0.30932;99.0296;4cpd;99.4873;left;none;none;
8;0.15;0.245;left;True;True;1.643959;-8.15004;1.455565;99.15305;4cpd;99.48959;right;none;none;
9;0.245;0.1916829;left;True;True;1.501156;-6.985657;-1.150303;99.26421;4cpd;99.5321;right;none;none;
10;0.1916829;0.245;left;True;True;1.613832;-8.681847;0.9140813;99.10229;2cpd;99.47832;right;orientationQuestion;right;
11;0.245;0.244949;left;True;True;1.757262;-8.711235;2.987208;99.09949;4cpd;99.50303;right;none;none;
12;0.245;0.15;right;True;True;1.522446;-7.296761;1.685158;99.23454;4cpd;99.49959;left;none;none;
13;0.245;0.3130169;right;True;False;0;0;0;0;2cpd;0;none;none;none;
14;0.245;0.4;left;True;True;1.719438;-10.93276;-0.06750536;98.88744;2cpd;99.49337;right;orientationQuestion;right;
15;0.15;0.245;right;True;True;1.770808;-11.38163;-0.4258003;98.84459;4cpd;99.50793;right;none;none;
16;0.245;0.244949;right;True;True;1.71732;-12.81203;-0.09975481;98.70805;4cpd;99.54198;left;none;none;
17;0.4;0.245;left;True;True;1.551486;-9.880653;1.921531;98.98788;2cpd;99.47922;right;orientationQuestion;right;
18;0.4;0.245;right;True;True;1.749535;-6.818436;0.9035821;99.28017;4cpd;99.51;left;orientationQuestion;right;
19;0.245;0.4;left;True;True;1.869353;-9.302948;1.480331;99.04302;2cpd;99.47605;right;none;none;
20;0.244949;0.245;left;True;True;1.807489;-11.8887;-1.152405;98.79619;4cpd;99.53298;right;none;none;
21;0.15;0.245;right;True;False;0;0;0;0;2cpd;0;none;none;none;
22;0.245;0.1916829;right;True;True;1.724798;-10.68335;2.905408;98.91124;4cpd;99.50161;left;orientationQuestion;right;
23;0.3130169;0.245;left;True;True;2.103653;-10.89449;1.308184;98.89109;4cpd;99.48161;right;none;none;
24;0.245;0.3130169;right;True;True;1.761465;-6.341385;0.2062569;99.32572;2cpd;99.52615;left;none;none;
25;0.4;0.245;left;True;False;0;0;0;0;2cpd;0;none;none;none;
26;0.1916829;0.245;left;True;True;1.837346;-6.988556;1.025501;99.26392;4cpd;99.50679;right;none;none;
27;0.245;0.1916829;left;True;True;1.683799;-8.721596;-0.3807113;99.09851;2cpd;99.4821;right;orientationQuestion;right;
28;0.15;0.245;left;True;False;0;0;0;0;4cpd;0;none;none;none;
29;0.245;0.4;left;True;True;1.872504;-6.317757;1.140874;99.32796;4cpd;99.52716;right;none;none;
30;0.3130169;0.245;right;True;False;0;0;0;0;4cpd;0;none;none;none;
31;0.245;0.15;left;True;True;1.892645;-8.413528;0.5654883;99.12792;4cpd;99.48163;left;none;none;
32;0.244949;0.245;right;True;True;1.973945;-9.590057;2.269702;99.0156;2cpd;99.48088;left;none;none;
33;0.245;0.3130169;right;True;True;1.994009;-7.510765;3.430075;99.21408;2cpd;99.53024;right;none;none;
34;0.1916829;0.245;right;True;True;1.725208;-12.96185;1.501266;98.69375;2cpd;99.5302;right;none;none;
35;0.15;0.245;left;True;True;2.061432;-8.112198;2.903151;99.15667;4cpd;99.50171;right;none;none;
36;0.3130169;0.245;right;True;True;1.956757;-5.483261;-1.022972;99.40761;4cpd;99.57516;left;none;none;
37;0.244949;0.245;left;True;True;1.945107;-10.8325;3.227556;98.897;2cpd;99.50971;right;none;none;
38;0.245;0.1916829;right;True;True;1.92951;-8.110588;-1.337508;99.15684;2cpd;99.51398;left;orientationQuestion;right;
39;0.245;0.3130169;right;True;True;1.878996;-8.681931;0.3702865;99.10229;2cpd;99.48463;left;none;none;
40;0.245;0.244949;right;True;True;1.903462;-10.90023;-0.2828314;98.89054;2cpd;99.4792;left;none;none;
41;0.3130169;0.245;right;True;True;2.108033;-5.963226;4.101634;99.36181;2cpd;99.57262;left;orientationQuestion;right;
42;0.245;0.1916829;left;True;True;1.979543;-7.555359;0.2814598;99.20983;2cpd;99.48525;right;none;none;
43;0.4;0.245;left;True;True;1.625489;-7.833977;-0.7495346;99.18324;4cpd;99.49406;left;none;none;
44;0.1916829;0.245;right;True;True;1.798135;-5.757088;1.10636;99.38148;2cpd;99.52851;left;none;none;
45;0.245;0.244949;right;True;True;1.923518;-8.982635;1.927605;99.07359;2cpd;99.45941;left;orientationQuestion;right;
46;0.245;0.1916829;left;True;True;2.130836;-7.080261;4.33635;99.25519;4cpd;99.54015;left;orientationQuestion;right;
47;0.245;0.3130169;right;True;True;2.043955;-6.874489;0.3633566;99.27483;2cpd;99.49477;right;orientationQuestion;left;
48;0.245;0.244949;left;True;True;1.928463;-9.947433;1.117018;98.98149;4cpd;99.46313;right;none;none;
49;0.245;0.15;left;True;True;2.243044;-10.26926;-0.4739442;98.95077;4cpd;99.47213;left;none;none;
